CASEID,adp_010,cip_10,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65,eduf10,eduf5,edum10,edum5,edupr10,edupr5,eor_01a,eor_01b,eor_01c,eor_02,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25,totvic
16580,2,3,994,994,994,5,2,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,4,2,2,3,2,3,2,3,5,3, 3,3,0
16581,2,2,994,994,994,2,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 8,4, 2,1,6,6,6,6,2,2,1,1,1,2,1,2,5,3, 4,1,0
16582,6,1,994,994,994,4,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,3,0
16583,2,2,711,994,711,4,1,"24",2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2, 4,2,10,5,96,6,2,2,1,2,2,2,2,1,1,7,7,2,5,3, 4,3,2
16584,2,1,994,994,994,4,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 5,3,96,6,6,6,6,6,3,2,2,1,1,1,1,1,5,5, 5,3,0
16585,6,3,994,994,994,4,1,"35",3,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2, 5,3, 8,4, 1,1,6,6,6,6,4,2,1,1,1,1,1,1,5,4, 4,2,0
16586,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,3,2,1,2,1,2,1,1,5,4, 6,2,0
16587,2,2,994,994,994,1,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 8,4,96,6,1,2,2,1,4,2,1,1,1,1,1,1,4,2, 2,1,0
16588,3,2,994,994,994,7,1,"35",3,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,10,5,10,5,96,6,6,6,6,6,2,2,3,1,2,3,1,2,5,4, 6,1,0
16589,6,1,994,994,994,6,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,3,0
16590,6,1,711,994,711,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 2,1,6,6,6,6,2,2,1,1,7,3,1,1,5,4, 4,3,1
16591,2,2,994,994,994,5,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 8,4,96,6,6,6,6,6,4,1,3,1,1,7,1,2,8,5, 4,2,0
16592,6,2,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,3,2,2,7,1,1,1,7,5,4, 6,3,0
16593,2,2,994,994,994,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,7,7,2,2,1,5,3, 4,1,0
16594,6,2,994,304,304,4,1,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1,10,5, 1,1,6,6,6,6,3,1,2,2,1,2,2,2,5,4, 5,3,1
16595,2,1,994,994,994,2,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2,96,6,6,6,6,6,2,1,2,1,1,1,1,1,5,3, 5,3,0
16596,6,1,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 5,2,0
16597,2,2,994,994,994,3,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 6,3,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,1,0
16598,2,2,994,994,994,4,1,"48",4,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 8,4, 9,5,96,6,6,6,6,6,4,2,3,2,1,1,2,1,5,3, 3,1,0
16599,2,2,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 3,2,96,6,6,6,6,6,2,2,1,1,2,2,2,1,5,2, 4,1,0
16600,2,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 1,1, 2,1,2,2,1,2,2,2,1,7,7,1,1,2,5,4, 4,3,0
16601,2,1,994,994,994,4,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,1, 5,5,0
16602,6,2,813,994,813,5,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 3,2,6,6,6,6,2,1,2,3,1,2,1,1,5,5, 6,3,1
16603,6,1,994,994,994,4,1,"35",3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2, 9,5, 9,5, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,3,0
16604,2,2,813,994,813,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 2,1, 7,3,6,6,6,6,3,2,1,1,1,2,2,1,5,2, 3,2,2
16605,2,2,813,994,813,3,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 4,1,2
16606,2,2,994,994,994,5,1,"35",3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,97,7,97,7,96,6,6,6,6,6,2,2,2,7,1,1,7,2,2,3, 6,1,0
16607,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1,96,6,2,2,1,1,1,2,1,1,1,1,1,1,5,3, 4,3,0
16608,2,1,994,994,994,1,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 8,4,96,6,2,1,2,1,2,2,2,2,1,1,2,2,5,5, 5,7,0
16609,6,2,994,994,994,4,2,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 3,2, 4,2,6,6,6,6,2,1,2,1,1,1,1,1,5,5, 6,3,0
16610,6,1,994,994,994,5,1,"12",1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1, 8,4, 3,2, 3,2,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 4,3,0
16611,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 6,3,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,3,0
16612,2,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,98,8,6,6,6,6,2,2,2,1,1,1,1,1,5,5, 6,3,0
16613,6,3,994,994,994,3,1,"35",3,1,1,2,2,1,2,2,2,2,2,2,2,1,7,2,2,2,2,2,7, 3,2, 1,1, 3,2,6,6,6,6,2,2,2,1,1,2,2,2,5,3, 4,2,0
16614,6,2,994,994,994,5,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 7,3,6,6,6,6,3,2,2,2,1,2,1,1,5,5, 4,2,0
16615,6,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 7,3, 3,2,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 4,1,0
16616,6,2,994,994,994,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 2,1,6,6,6,6,1,2,1,2,1,1,1,1,5,3, 3,1,0
16617,2,2,994,994,994,2,1,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 8,4, 6,3,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,2,0
16618,2,2,994,994,994,2,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 5,3,6,6,6,6,3,2,2,7,1,1,2,1,5,3, 4,2,0
16619,6,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 1,1, 1,1,6,6,6,6,1,2,1,7,1,7,7,7,5,4, 6,3,0
16620,6,1,994,994,994,4,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4, 4,2,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,3,0
16621,6,2,994,994,994,3,1,"35",3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2, 8,4, 3,2, 1,1,6,6,6,6,2,1,1,1,2,2,2,2,5,4, 3,2,0
16622,3,2,994,994,994,6,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,5,0
16623,2,2,994,994,994,4,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 4,3,0
16624,2,1,994,994,994,2,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4,96,6,6,6,6,6,2,2,1,1,2,2,1,1,5,3, 3,1,0
16625,2,1,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2,96,6,6,6,6,6,2,2,1,1,7,1,1,1,5,4, 5,3,0
16626,6,1,994,994,994,3,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 1,1,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 5,2,0
16627,2,1,994,994,994,3,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 7,3,6,6,6,6,1,2,1,1,1,3,1,1,4,4, 4,3,0
16628,3,2,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2,10,5,96,6,6,6,6,6,7,2,1,1,1,7,1,1,5,4, 5,2,0
16629,2,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,7,7,2,2,2,5,5, 6,2,0
16630,6,1,994,994,994,6,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,4,0
16631,2,1,994,994,994,6,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7, 9,5,6,6,6,6,1,1,1,1,1,2,1,1,5,5, 6,3,0
16632,6,1,994,994,994,2,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 3,2, 3,2,6,6,6,6,1,2,1,1,1,1,1,1,5,3, 4,1,0
16633,6,1,994,994,994,2,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,4,0
16634,3,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,1,0
16635,2,2,994,609,609,2,2,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,2,1,1,2,1,3,4,4, 5,4,1
16636,3,1,994,994,994,7,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 6,1,0
16637,6,2,711,994,711,4,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,2,2,1,1,2,1,1,2,3,2, 2,1,2
16638,3,2,994,994,994,7,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,7,2,2,1,7,7,1,1,5,5, 6,7,0
16639,6,1,507,994,507,4,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,2,1,1,1,1,3,2,1,5,5, 3,3,3
16640,6,3,994,994,994,6,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 3,2,6,6,6,6,3,2,2,1,2,3,2,2,5,5, 6,2,0
16641,6,1,994,994,994,2,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,2,0
16642,6,2,994,609,609,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 7,3, 3,2,6,6,6,6,3,1,2,3,2,2,1,2,5,4, 5,2,2
16643,6,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,2,1,1,1,1,1,2,2,5,5, 4,1,0
16644,2,2,994,994,994,3,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,1,0
16645,1,1,994,994,994,2,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 2,1, 2,1,6,6,6,6,2,1,1,1,7,7,1,1,5,4, 5,4,0
16646,3,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 7,3,96,6,6,6,6,6,2,2,2,2,1,1,2,2,5,5, 6,4,0
16647,6,1,994,994,994,3,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 5,3, 5,3,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,4,0
16648,6,2,994,994,994,4,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 5,3, 2,1,6,6,6,6,2,1,1,1,1,1,1,2,5,4, 2,1,0
16649,2,2,994,994,994,5,2,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,3,2,2,2,7,2,3,4, 4,3,0
16650,6,1,994,994,994,5,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,2,0
16651,3,2,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 6,3,96,6,6,6,6,6,2,2,2,2,2,1,2,1,5,4, 6,3,0
16652,2,2,711,994,711,2,1,"24",2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1, 1,1, 2,1, 1,1,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 4,7,1
16653,6,2,994,994,994,6,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,3,0
16654,6,3,994,994,994,5,2,"35",3,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2, 9,5, 8,4, 2,1,6,6,6,6,2,2,2,2,2,1,2,3,5,4, 5,1,0
16655,6,2,994,994,994,2,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 5,3, 4,2,2,2,1,2,3,2,2,1,1,2,2,2,5,5, 5,2,0
16656,6,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 3,2,6,6,6,6,7,2,7,7,1,1,1,7,4,3, 3,3,0
16657,1,1,994,304,304,2,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2, 2,1,6,6,6,6,4,1,1,1,1,1,1,1,5,4, 5,3,3
16658,2,1,994,994,994,2,1,"35",3,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2, 8,4, 8,4,96,6,6,6,6,6,3,1,1,1,1,1,1,1,5,3, 5,3,0
16659,2,1,994,994,994,3,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,1,1,1,1,1,1,1,4,4, 3,1,0
16660,2,2,994,304,304,5,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2,96,6,6,6,6,6,2,2,1,2,1,1,1,2,4,2, 4,1,2
16661,2,2,994,609,609,3,1,"35",3,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1, 5,3, 8,4,96,6,6,6,6,6,2,2,2,2,2,2,2,1,5,2, 3,1,1
16662,6,1,994,994,994,6,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,97,7,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
16663,2,1,995,995,995,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,1,2,2,1,2,2,1,1,1,1,1,1,5,4, 3,1,1
16664,6,1,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3,10,5, 9,5,6,6,6,6,4,2,1,1,1,2,1,1,5,5, 6,4,0
16665,3,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 6,3, 8,4,96,6,1,2,2,1,3,2,1,1,1,1,1,1,5,5, 4,3,0
16666,2,2,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,1,1,2,1,1,1,5,4, 4,1,0
16667,2,2,994,994,994,5,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,7,2,1,7,7,1,1,7,5,3, 6,1,0
16668,6,2,994,994,994,2,1,"35",3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2, 2,1, 2,1, 2,1,2,2,1,1,7,2,1,2,2,2,2,2,5,3, 4,1,0
16669,3,1,994,994,994,7,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,4,2,2,8,1,1,1,1,5,5, 6,2,0
16670,1,1,994,994,994,6,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,7, 6,3,0
16671,2,7,994,994,994,4,1,"24",2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1, 8,4,10,5, 1,1,6,6,6,6,3,2,2,7,7,7,1,7,4,2, 4,2,0
16672,6,2,711,994,711,2,2,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 4,2, 4,2,2,1,2,2,2,2,2,2,2,1,2,2,5,3, 5,3,1
16673,6,4,994,994,994,5,2,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,3,2,3,3,3,3,3,3,5,3, 1,1,0
16674,6,2,994,994,994,4,2,"12",1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,10,5,10,5, 2,1,6,6,6,6,2,1,2,2,2,1,2,2,5,4, 4,1,0
16675,2,2,994,994,994,1,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 5,3,96,6,1,2,2,1,2,2,2,2,7,1,1,1,5,4, 5,4,0
16676,2,2,994,994,994,2,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,2,1,1,1,2,2,1,1,1,1,2,4,3, 3,2,0
16677,6,1,994,994,994,4,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 1,1, 2,1,6,6,6,6,2,2,1,2,1,1,1,1,5,4, 3,1,0
16678,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,1,1,1,7,1,1,5,5, 5,4,0
16679,2,2,994,994,994,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,4,3, 6,2,0
16680,2,1,994,994,994,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,1,2,2,1,1,2,1,1,1,3,1,1,5,3, 5,2,0
16681,2,2,994,994,994,7,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,2,2,2,1,1,1,2,5,4, 6,1,0
16682,6,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2,10,5, 1,1,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,5,0
16683,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2,96,6,2,1,2,1,1,2,1,1,1,1,1,1,5,4, 5,4,0
16684,6,2,994,994,994,6,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2, 2,1,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,4,0
16685,6,1,994,994,994,3,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4, 4,2,6,6,6,6,1,2,1,1,1,1,7,1,5,4, 3,3,0
16686,6,2,994,994,994,4,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2, 3,2,6,6,6,6,3,2,2,2,2,2,2,2,5,4, 4,4,0
16687,2,3,711,994,711,1,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,1,2,1,3,2,1,2,5,4, 4,4,1
16688,2,2,994,994,994,6,1,"48",4,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,10,5,10,5,96,6,6,6,6,6,2,2,1,1,1,2,1,1,5,5, 6,1,0
16689,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2,97,7, 4,2,6,6,6,6,3,2,1,7,1,7,1,1,5,4, 4,2,0
16690,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 4,2,0
16691,2,1,994,994,994,1,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,1,2,2,1,7,2,2,7,1,1,1,1,5,4, 4,1,0
16692,3,1,405,203,203,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,3,1,1,1,1,1,1,1,5,5, 5,4,3
16693,6,2,994,994,994,2,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,98,8,98,8,98,8,6,6,6,6,2,2,1,2,7,2,1,1,5,5, 5,1,0
16694,6,2,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 7,3, 1,1,2,1,2,2,2,2,2,1,1,1,1,1,5,5, 6,1,0
16695,6,2,994,994,994,4,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,2,2,2,1,2,1,1,1,5,5, 5,3,0
16696,6,2,994,994,994,4,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,4,3, 4,1,0
16697,2,1,994,994,994,4,1,"35",3,2,1,2,2,2,2,2,2,2,1,2,2,1,7,2,2,2,2,2,7, 9,5, 9,5,96,6,6,6,6,6,2,2,3,1,2,1,1,2,5,5, 6,1,0
16698,6,1,994,994,994,3,2,"48",4,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2, 8,4, 8,4, 8,4,6,6,6,6,2,1,1,1,1,1,1,1,5,3, 5,2,0
16699,6,1,994,994,994,3,2,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 4,2, 2,1,6,6,6,6,2,2,1,1,1,2,2,2,5,5, 4,2,0
16700,6,2,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,7,2,1,2,1,1,1,1,5,5, 4,3,0
16701,6,1,994,994,994,4,1,"59",5,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2,10,5, 8,4,97,7,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
16702,6,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,1,1,1,1,1,1,1,1,5,5, 6,3,0
