CASEID,cip_10,agegr10,luc_rst,prv,region,sex,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25
  340,2,5,2,"35",3,1,3,1,1,1,1,2,1,1,5,5, 4,4
  341,1,5,3,"11",1,2,3,2,2,2,1,1,2,1,5,4, 5,3
  342,2,5,1,"24",2,1,2,2,1,1,2,2,1,2,5,3, 5,3
  343,2,4,1,"35",3,1,2,1,2,2,2,3,2,2,4,3, 3,2
  344,1,6,1,"35",3,1,7,1,1,7,7,1,1,1,5,4, 6,4
  345,2,2,1,"35",3,1,2,2,2,3,1,1,1,1,5,4, 5,2
  346,4,1,2,"35",3,1,2,2,3,7,3,2,2,3,8,8,98,8
  347,2,4,1,"59",5,2,3,2,1,1,1,1,1,1,5,4, 4,2
  348,3,4,1,"24",2,2,3,2,2,2,1,1,1,1,5,3, 5,1
  349,2,6,2,"13",1,2,2,2,1,1,1,1,1,1,5,3, 6,3
  350,2,1,1,"59",5,1,2,2,1,1,1,1,1,1,5,3, 4,2
  351,2,3,2,"24",2,2,4,2,1,2,1,1,1,2,5,5, 5,1
  352,2,2,1,"10",1,1,2,2,2,2,2,2,2,2,4,3, 3,1
  353,2,2,1,"35",3,2,2,2,1,7,2,2,1,1,5,3, 3,2
  354,2,3,1,"13",1,2,2,2,2,1,1,2,2,2,5,3, 5,2
  355,1,3,1,"35",3,1,2,1,1,1,1,1,1,1,5,3, 3,1
  356,2,6,1,"35",3,2,7,2,1,7,2,7,2,3,5,4, 6,1
  357,2,4,2,"12",1,1,2,1,2,2,2,2,2,2,5,4, 4,1
  358,2,4,1,"35",3,2,2,1,1,1,2,2,2,2,5,4, 4,3
  359,1,5,1,"24",2,2,2,2,1,1,1,1,1,2,5,4, 3,3
  360,1,6,2,"10",1,1,2,2,1,1,1,1,2,2,5,5, 6,3
  361,1,5,1,"59",5,2,1,2,1,7,2,1,1,1,5,5, 5,2
  362,1,6,2,"12",1,1,1,1,1,1,1,1,1,1,2,2, 6,4
  363,2,1,1,"24",2,2,2,2,7,7,1,2,1,7,5,3, 4,1
  364,1,6,1,"47",4,2,2,2,1,7,7,2,1,7,5,3, 6,1
  365,1,4,1,"35",3,2,1,2,1,1,1,1,1,1,5,4, 4,3
  366,1,5,2,"24",2,2,2,2,1,1,1,1,1,1,5,3, 4,1
  367,2,3,1,"13",1,1,2,2,2,7,2,7,7,7,5,4, 5,2
  368,2,1,1,"48",4,2,3,2,2,7,2,1,1,2,5,4, 4,3
  369,1,5,2,"12",1,1,1,2,1,1,1,1,1,1,5,3, 3,2
  370,1,5,2,"24",2,1,2,2,1,1,1,2,1,2,4,3, 3,4
  371,1,5,1,"35",3,2,1,2,1,1,1,1,1,1,5,4, 6,3
  372,1,5,3,"11",1,2,1,2,1,1,1,1,1,1,5,5, 6,3
  373,1,6,1,"48",4,2,2,2,1,1,1,1,1,1,5,4, 3,3
  374,1,4,2,"10",1,1,1,2,1,1,1,2,2,1,5,5, 6,2
  375,2,3,1,"24",2,2,3,2,2,2,1,1,2,1,5,3, 4,1
  376,2,1,1,"12",1,2,2,2,2,2,1,7,1,1,5,3, 4,3
  377,1,3,1,"35",3,2,1,2,1,1,2,1,1,1,5,4, 5,3
  378,1,3,1,"35",3,2,2,2,1,1,1,1,2,7,3,3, 3,1
  379,1,6,1,"59",5,2,1,2,1,1,1,1,1,1,5,5, 5,5
  380,3,3,2,"47",4,1,2,2,1,2,2,2,2,2,5,4, 4,3
  381,1,7,1,"35",3,2,3,1,1,7,1,2,2,7,5,3, 6,3
  382,3,5,2,"24",2,1,4,1,2,2,3,2,2,3,5,5, 3,5
  383,2,2,1,"10",1,1,3,2,2,3,1,3,1,2,5,3, 4,1
  384,1,7,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 6,5
  385,2,1,1,"35",3,2,2,2,2,7,7,2,2,2,5,4, 4,3
  386,2,3,1,"24",2,1,2,1,2,1,2,2,1,1,5,5, 5,3
  387,2,5,1,"48",4,1,2,2,1,2,1,1,1,1,5,5, 5,1
  388,2,2,1,"48",4,1,2,2,2,1,3,3,1,3,5,1, 2,1
  389,1,2,1,"59",5,2,1,2,1,1,1,1,1,1,5,5, 5,3
  390,1,1,1,"35",3,2,8,2,1,8,8,1,8,8,5,8, 5,5
  391,2,3,1,"35",3,2,2,2,1,7,1,1,1,1,5,4, 4,3
  392,1,5,1,"35",3,1,3,2,2,7,1,7,1,1,5,3, 4,2
  393,2,1,2,"12",1,2,2,2,2,2,3,2,2,3,5,4, 4,2
  394,1,1,1,"46",4,1,2,2,2,1,1,2,2,2,5,4, 5,2
  395,1,3,1,"24",2,1,1,2,1,7,1,1,1,1,5,3, 6,3
  396,1,3,2,"48",4,1,3,1,1,1,1,1,1,1,5,4, 5,2
  397,1,4,1,"13",1,2,2,2,1,1,1,2,2,2,5,4, 4,2
  398,7,2,1,"35",3,1,4,2,3,7,3,7,1,7,5,1, 3,1
  399,1,4,1,"48",4,2,1,2,1,7,1,1,1,1,5,3,97,3
  400,1,7,1,"12",1,2,3,2,1,1,1,1,1,1,5,4, 6,1
  401,2,7,1,"12",1,1,2,2,1,1,2,1,2,2,5,2, 6,2
  402,2,4,1,"12",1,2,2,2,1,1,7,1,1,1,5,2, 3,1
  403,3,5,2,"12",1,1,4,1,2,3,1,3,2,2,2,1, 6,1
  404,2,5,2,"35",3,2,2,1,2,3,1,2,2,1,5,5, 4,3
  405,2,3,1,"35",3,2,2,2,2,1,1,1,2,1,5,4, 4,2
  406,1,6,1,"59",5,2,2,2,1,1,1,1,1,1,5,2, 2,1
  407,1,3,2,"12",1,2,1,2,1,1,1,1,1,1,5,4, 4,3
  408,1,4,1,"13",1,1,1,2,1,1,1,1,1,1,5,5, 5,3
  409,2,2,1,"10",1,2,2,2,2,7,1,1,1,7,5,4, 5,3
  410,1,5,2,"24",2,1,2,2,1,1,1,1,1,1,4,4, 6,3
  411,1,6,1,"35",3,2,1,2,1,1,1,1,1,1,5,2, 6,4
  412,1,7,1,"59",5,2,4,2,7,1,1,7,1,1,5,5, 6,5
  413,1,7,3,"11",1,2,2,2,1,7,1,1,1,1,5,5, 6,1
  414,2,5,1,"35",3,2,2,2,1,7,7,1,1,7,5,5, 6,1
  415,1,4,1,"12",1,2,1,2,1,7,7,1,1,1,5,4, 5,1
  416,1,1,2,"24",2,1,7,1,1,1,1,1,1,1,5,1, 5,4
  417,2,5,1,"35",3,2,2,1,2,2,1,2,2,2,5,3, 4,3
  418,2,5,1,"24",2,2,3,2,7,1,1,2,2,2,5,5, 4,3
  419,1,1,1,"48",4,1,7,2,1,7,1,1,1,1,5,5, 5,3
  420,2,2,2,"47",4,1,3,1,2,2,2,3,2,2,5,2, 6,2
  421,1,5,1,"48",4,1,1,2,1,1,1,1,1,1,5,4, 4,3
  422,2,5,1,"48",4,1,4,2,2,1,1,1,1,1,5,3, 3,1
  423,1,6,2,"12",1,1,3,2,1,1,1,1,1,1,5,5, 5,1
  424,2,6,1,"47",4,2,2,2,2,7,2,2,2,2,5,2, 3,1
  425,1,5,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 4,2
  426,2,1,2,"35",3,1,2,2,2,7,1,3,2,2,5,4, 2,1
  427,2,3,1,"24",2,2,2,1,1,1,1,2,1,2,5,4, 5,3
  428,1,3,2,"35",3,2,2,2,1,1,1,2,1,2,5,4, 4,3
  429,2,5,2,"24",2,1,2,2,1,1,1,1,2,1,5,5, 5,3
  430,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 5,3
  431,3,1,1,"59",5,2,2,2,2,1,2,3,2,2,5,3, 4,2
  432,2,6,1,"24",2,1,3,2,2,1,1,1,1,1,5,3, 3,1
  433,1,7,1,"12",1,2,2,2,1,7,1,2,2,1,5,5, 6,1
  434,2,2,1,"48",4,2,1,2,1,1,1,1,1,1,5,4, 4,3
  435,1,4,1,"35",3,1,1,1,1,1,1,1,1,1,5,4, 3,3
  436,1,7,1,"35",3,1,1,2,1,1,1,3,1,1,5,5, 6,3
  437,2,6,3,"11",1,1,2,2,1,1,1,1,1,1,5,4, 4,3
  438,1,6,1,"12",1,2,8,2,1,1,1,1,1,1,5,3, 6,1
  439,1,5,2,"48",4,1,2,2,1,1,1,1,1,1,5,5, 5,5
  440,2,6,1,"24",2,2,2,2,1,7,2,2,1,1,5,5, 6,3
  441,1,7,1,"35",3,2,7,2,1,7,1,7,1,1,3,3, 6,1
  442,3,5,1,"46",4,1,2,2,1,1,1,1,2,2,5,5, 5,1
  443,2,4,2,"12",1,2,3,1,2,2,1,2,2,2,5,3, 4,1
  444,1,4,1,"24",2,2,1,2,1,1,1,2,2,1,5,4, 4,3
  445,3,4,1,"35",3,1,3,2,7,7,7,7,1,7,5,5, 5,1
  446,1,3,1,"48",4,2,2,2,1,1,1,1,1,1,5,5, 4,1
  447,1,7,1,"35",3,2,2,2,1,7,7,2,7,1,5,3, 6,2
  448,1,6,2,"13",1,1,3,2,1,1,1,2,1,1,5,5, 6,3
  449,2,2,1,"10",1,2,2,2,2,2,2,2,2,2,5,4, 5,2
  450,1,5,1,"12",1,2,2,2,1,7,7,1,1,1,5,5, 5,3
  451,1,6,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,1
  452,2,2,1,"48",4,2,4,2,1,1,1,1,1,1,5,3, 4,2
  453,1,3,3,"11",1,2,2,2,1,1,1,1,1,1,5,3, 5,1
  454,1,2,1,"35",3,2,2,1,1,7,1,1,1,1,5,3, 4,1
  455,2,7,1,"24",2,2,3,2,2,7,1,1,1,1,5,5, 6,7
  456,2,6,2,"13",1,2,2,1,1,1,1,1,1,1,5,4, 6,3
  457,1,2,1,"48",4,2,2,2,1,2,1,1,1,1,5,4, 4,3
  458,1,2,1,"35",3,1,2,1,2,1,1,1,1,1,5,4, 4,3
  459,1,1,2,"46",4,1,4,2,2,2,3,3,2,1,5,4, 5,2
  460,1,7,1,"59",5,1,1,2,1,1,1,1,1,1,5,5, 6,3
  461,1,6,3,"11",1,1,2,1,2,7,1,1,1,1,5,5, 6,3
  462,1,4,3,"11",1,2,2,2,1,1,1,1,1,1,5,4, 5,3
  463,2,5,2,"48",4,2,3,2,3,3,1,3,2,2,3,3, 4,1
  464,2,2,1,"48",4,1,2,2,1,1,1,2,1,1,5,4, 3,3
  465,1,1,1,"12",1,2,1,2,1,1,1,1,1,1,5,5, 4,4
  466,1,3,1,"35",3,2,1,2,1,1,1,1,1,1,5,4, 4,1
  467,1,3,1,"12",1,2,2,2,1,1,1,1,2,1,5,3, 4,1
  468,2,5,2,"10",1,1,2,2,1,1,1,1,1,1,5,4, 4,4
  469,1,3,1,"35",3,2,2,2,1,1,1,1,1,1,5,3, 4,1
  470,2,5,1,"59",5,2,4,1,2,7,7,7,1,1,1,1, 1,2
  471,1,3,1,"35",3,1,7,2,1,1,1,7,1,1,5,3, 4,1
  472,2,4,1,"47",4,1,3,1,7,2,2,2,2,2,3,3, 3,1
  473,2,1,1,"12",1,2,2,2,2,2,2,2,2,2,5,4, 3,3
  474,1,6,1,"10",1,1,2,1,1,1,1,1,1,1,5,4, 6,2
  475,2,3,1,"59",5,2,2,2,2,7,7,2,7,7,5,3, 5,2
  476,2,5,1,"59",5,2,3,2,2,7,2,2,2,2,5,4, 4,2
  477,2,1,1,"35",3,2,1,1,1,1,1,1,1,1,5,5, 5,3
  478,2,7,1,"24",2,2,2,2,1,1,1,1,1,2,5,4, 6,2
  479,2,4,1,"35",3,2,3,2,1,7,7,7,7,7,5,7, 5,2
  480,1,4,1,"59",5,2,2,2,1,1,1,1,1,1,5,3, 5,1
  481,1,5,1,"35",3,1,2,1,1,1,1,1,1,1,5,3, 6,5
  482,2,2,2,"12",1,1,3,2,2,2,2,2,1,1,5,4, 4,3
  483,2,5,1,"12",1,2,2,2,1,1,1,1,1,1,5,5, 4,3
  484,2,2,1,"24",2,1,3,2,2,7,1,2,7,7,5,2, 3,2
  485,1,5,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 5,1
  486,1,2,1,"35",3,1,2,2,1,1,1,2,1,1,5,2, 3,2
  487,2,4,1,"35",3,1,2,2,1,1,1,1,1,1,5,2, 2,1
  488,2,1,1,"46",4,1,3,2,1,1,1,3,3,1,5,5, 3,3
  489,1,2,1,"35",3,1,1,2,1,1,1,1,1,1,5,4, 5,4
  490,1,3,1,"35",3,2,7,2,7,7,7,7,7,1,5,5, 6,1
  491,1,5,1,"24",2,1,2,2,1,1,2,1,1,1,5,4, 3,3
  492,1,4,2,"59",5,2,1,2,1,1,1,2,1,1,5,5, 5,3
  493,2,7,1,"35",3,2,7,2,1,1,1,7,1,2,5,4, 6,1
  494,2,1,1,"46",4,2,2,2,1,7,1,1,1,1,5,5, 5,3
  495,2,6,1,"24",2,2,1,2,1,1,7,1,1,1,5,7, 6,1
  496,2,3,1,"12",1,1,3,2,2,1,1,2,2,1,5,3, 5,2
  497,2,3,1,"47",4,1,3,1,3,1,7,1,1,1,5,3, 5,2
  498,2,3,1,"24",2,1,4,2,1,1,2,3,2,3,5,1, 4,3
  499,2,5,1,"13",1,2,2,2,7,7,7,7,7,7,5,5, 5,3
  500,2,4,1,"59",5,1,2,2,1,1,1,1,1,1,5,3, 4,1
  501,2,4,1,"24",2,2,2,1,1,1,1,1,1,7,5,5, 4,2
  502,2,4,1,"10",1,1,3,1,2,2,2,2,2,2,4,4, 3,1
  503,2,2,1,"35",3,1,4,2,3,2,3,3,3,3,5,4, 3,2
  504,2,4,2,"24",2,2,2,2,2,2,2,1,1,1,5,4, 4,3
  505,1,5,1,"24",2,2,7,2,1,1,1,1,1,1,5,4, 6,3
  506,2,3,1,"59",5,1,2,2,2,3,2,1,2,2,5,4, 4,1
  507,2,6,1,"46",4,2,4,2,2,3,7,2,7,2,7,4, 3,1
  508,2,1,1,"35",3,1,7,1,7,7,2,7,7,1,5,2, 3,1
  509,1,5,1,"47",4,2,2,2,1,1,1,1,1,1,5,4, 6,2
  510,1,2,1,"24",2,2,1,2,1,1,7,1,1,1,5,5, 5,4
  511,2,5,1,"12",1,2,2,2,2,1,2,3,2,3,5,5, 4,3
  512,2,6,1,"35",3,2,2,2,3,2,2,2,2,3,3,7, 6,2
  513,1,1,2,"24",2,2,2,2,1,1,1,1,1,1,5,4, 3,1
  514,1,6,1,"59",5,2,3,1,1,3,1,1,1,2,5,4, 4,4
  515,2,1,1,"12",1,2,2,2,2,1,2,2,1,2,5,5, 4,7
  516,2,1,1,"35",3,2,2,2,2,7,2,3,2,7,5,3, 5,1
  517,1,3,1,"24",2,2,2,2,1,1,1,1,1,1,5,3, 4,2
  518,1,4,2,"13",1,2,1,2,1,1,1,1,1,1,5,5, 4,4
  519,2,5,1,"35",3,2,4,1,2,1,1,1,1,1,5,4, 5,1
  520,2,2,1,"47",4,2,2,2,2,2,2,2,2,2,5,5, 6,3
  521,1,5,1,"12",1,2,3,2,1,1,1,1,1,1,5,4, 5,3
  522,1,6,1,"10",1,2,2,2,1,1,1,1,1,1,5,5, 5,4
  523,1,4,1,"35",3,1,2,2,1,7,1,1,1,1,5,5, 4,3
  524,1,3,1,"35",3,1,2,2,1,1,1,1,1,1,5,5, 5,4
  525,2,5,1,"35",3,2,3,2,1,1,1,1,1,2,5,4, 4,2
  526,3,4,1,"12",1,2,3,1,1,2,3,1,2,3,5,5, 6,1
  527,2,4,1,"35",3,1,1,1,1,1,1,7,1,2,5,5, 5,4
  528,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,7,97,7
  529,4,4,1,"35",3,1,4,1,3,3,3,7,3,7,5,5, 5,3
  530,1,7,1,"35",3,1,7,2,1,1,2,1,1,1,5,4, 6,7
  531,1,5,1,"46",4,1,2,1,1,1,1,2,1,1,5,5, 6,5
  532,1,2,2,"10",1,2,2,2,2,1,1,2,2,1,5,3, 4,2
  533,2,6,1,"24",2,2,3,2,7,7,1,1,1,1,5,5, 6,2
  534,1,4,1,"12",1,1,2,2,1,1,1,1,1,1,5,5, 5,4
  535,2,5,1,"59",5,2,2,2,1,1,1,2,2,1,5,5, 5,4
  536,1,6,1,"35",3,1,1,1,2,1,1,2,7,1,5,3, 4,2
  537,1,5,2,"12",1,1,2,1,1,7,1,1,1,1,5,5, 6,3
  538,2,2,1,"24",2,1,2,2,2,2,3,2,1,3,5,4, 5,4
  539,1,1,1,"46",4,2,2,2,2,1,1,2,1,1,5,5, 5,4
  540,2,7,1,"47",4,1,2,2,1,1,1,2,1,1,4,3, 6,1
  541,2,2,1,"59",5,1,2,2,2,2,2,3,2,2,5,4, 5,1
  542,2,5,1,"46",4,2,7,2,1,2,1,7,1,1,5,2, 3,2
  543,2,5,1,"47",4,2,2,2,2,7,1,3,2,2,5,1, 6,1
  544,1,5,1,"35",3,1,1,1,1,2,1,1,1,1,5,4, 6,1
  545,2,4,1,"35",3,1,2,2,2,2,7,2,1,1,5,4, 4,2
  546,1,6,1,"24",2,1,2,2,1,7,1,7,1,1,5,5, 5,2
  547,2,1,2,"12",1,2,2,2,2,3,3,2,3,3,5,4, 5,3
  548,1,3,1,"46",4,1,7,2,1,1,1,2,1,1,5,3, 4,1
  549,2,2,1,"48",4,1,2,1,1,1,1,1,1,1,5,3, 5,1
  550,3,5,1,"59",5,1,3,2,2,2,2,1,2,2,5,5, 6,1
  551,2,4,2,"24",2,1,3,1,1,2,1,1,1,1,5,2, 3,2
  552,2,6,1,"46",4,2,2,2,2,7,1,1,1,7,5,5, 6,3
  553,2,5,1,"13",1,2,2,2,1,7,1,1,1,1,5,3, 4,1
  554,2,5,1,"46",4,2,2,2,1,7,1,1,1,1,5,4, 6,2
  555,1,1,1,"24",2,2,2,2,1,1,2,1,1,2,5,3, 4,2
  556,2,4,1,"24",2,2,3,1,1,1,2,2,1,1,5,3, 5,2
  557,1,4,1,"12",1,2,1,1,1,1,1,1,1,1,5,5, 5,5
  558,2,5,1,"12",1,2,4,1,3,7,1,3,3,7,5,3, 6,1
  559,2,4,1,"48",4,2,4,2,1,7,1,1,1,1,5,4, 5,3
  560,2,4,1,"35",3,1,2,1,2,7,2,1,1,7,5,2, 2,1
  561,2,2,1,"13",1,1,1,2,7,7,1,7,7,1,5,3, 5,2
  562,1,3,1,"12",1,2,2,2,1,1,1,1,1,1,5,4, 5,2
  563,1,3,1,"12",1,1,3,2,1,7,1,1,1,1,5,5, 6,3
  564,1,6,1,"35",3,2,3,2,1,1,1,1,1,1,5,5, 6,3
  565,2,5,2,"35",3,1,7,2,1,7,7,1,1,1,5,4, 6,3
  566,1,6,1,"24",2,1,7,1,1,2,1,1,1,1,5,3, 6,1
  567,1,1,1,"24",2,1,1,2,1,1,1,1,1,1,5,4, 5,1
  568,1,3,1,"35",3,2,1,2,1,2,1,1,1,1,5,4, 5,1
  569,1,5,1,"59",5,2,1,1,1,1,1,1,1,1,5,5, 6,2
  570,2,4,1,"59",5,1,3,1,2,3,2,2,2,2,5,2, 4,2
  571,2,1,1,"24",2,2,2,2,2,1,3,2,2,2,5,2, 3,1
  572,1,1,1,"48",4,1,2,2,1,1,1,1,1,1,5,4, 3,1
  573,2,5,2,"47",4,1,4,2,3,7,1,3,2,2,5,3, 4,2
  574,2,6,1,"46",4,2,2,2,2,3,2,3,2,2,5,2, 6,2
  575,1,5,2,"46",4,1,2,2,1,1,1,1,1,1,5,5, 5,3
  576,1,3,2,"59",5,2,2,2,1,1,1,1,1,1,5,4, 5,4
  577,7,4,1,"13",1,2,7,2,1,7,7,7,1,1,5,5, 4,4
  578,1,6,2,"46",4,2,2,2,1,7,1,1,1,1,5,2, 6,3
  579,3,3,1,"35",3,1,2,1,2,2,2,2,2,2,5,3, 4,2
  580,2,5,1,"46",4,2,2,2,2,2,2,2,2,2,5,4, 6,2
  581,2,2,3,"11",1,2,4,1,2,2,1,2,1,2,5,3, 4,2
  582,3,1,1,"35",3,1,3,2,3,2,3,3,3,3,4,1, 1,1
  583,1,5,1,"35",3,2,2,2,1,1,1,1,1,7,5,5, 5,2
  584,1,6,2,"10",1,1,1,1,1,1,1,1,1,1,5,5,97,2
  585,1,2,1,"24",2,2,2,2,1,1,1,1,1,1,4,4, 3,3
  586,2,2,1,"59",5,2,2,2,7,7,7,7,7,7,5,4, 5,1
  587,2,6,1,"59",5,2,2,2,1,1,1,1,1,1,5,3, 3,1
  588,1,1,1,"48",4,1,1,2,1,1,1,2,1,1,5,4, 4,3
  589,2,1,1,"46",4,2,3,2,2,1,1,1,2,2,5,2, 3,1
  590,2,4,2,"13",1,1,2,1,2,1,2,1,1,1,5,5, 5,1
  591,1,4,2,"24",2,2,2,2,1,1,1,2,1,2,5,5, 5,3
  592,2,3,1,"35",3,1,2,1,2,2,2,2,2,2,4,4, 4,3
  593,2,5,2,"13",1,2,3,2,3,2,7,2,3,1,5,4, 6,3
  594,1,2,2,"59",5,2,2,1,1,1,1,1,1,1,5,4, 4,4
  595,2,6,1,"48",4,2,3,2,2,1,1,1,2,2,5,4, 4,2
  596,1,7,1,"48",4,2,2,2,1,2,1,1,1,1,5,5, 6,3
  597,2,5,1,"10",1,2,2,2,2,7,2,2,2,2,5,5, 5,3
  598,3,6,1,"35",3,1,2,1,2,1,3,3,3,3,4,3, 6,1
  599,8,7,1,"35",3,1,8,8,1,8,8,8,8,8,8,8,98,8
  600,1,3,2,"59",5,2,2,2,1,1,1,1,1,1,5,5, 5,2
  601,2,5,3,"11",1,2,3,2,2,1,2,2,2,2,5,3, 4,3
  602,1,3,1,"59",5,2,2,1,1,1,1,7,1,1,5,4, 4,4
  603,1,5,1,"13",1,1,2,2,1,1,1,1,1,1,5,2, 2,1
  604,1,5,2,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,1
  605,2,4,1,"35",3,2,1,1,1,7,7,2,1,1,5,4, 3,3
  606,2,5,1,"10",1,1,2,2,1,2,1,1,1,1,5,5, 5,2
  607,1,4,1,"35",3,2,1,2,1,7,1,1,1,1,5,5,97,7
  608,1,4,2,"35",3,2,2,2,1,1,2,3,2,3,4,2, 6,1
  609,1,5,2,"35",3,1,1,2,1,1,1,1,1,1,5,5, 5,3
  610,2,6,2,"24",2,1,2,2,1,1,1,1,1,1,5,4, 6,3
  611,1,6,2,"35",3,2,3,2,1,1,1,1,2,1,5,4, 4,1
  612,1,5,2,"59",5,2,2,2,1,2,1,1,1,1,5,5, 5,2
  613,2,2,1,"59",5,2,2,2,2,7,7,1,1,1,5,3, 4,1
  614,3,3,1,"24",2,1,3,1,2,1,2,2,2,2,5,4, 5,3
  615,1,2,1,"35",3,1,2,1,1,1,1,1,1,1,5,4, 5,2
  616,2,5,2,"13",1,2,2,2,1,1,1,1,1,1,3,3, 5,4
  617,2,1,1,"35",3,1,4,2,1,3,1,2,2,2,5,1, 5,1
  618,2,5,2,"24",2,1,3,2,2,2,3,2,2,7,5,3, 6,3
  619,2,3,2,"48",4,1,2,1,1,1,1,1,1,1,5,4, 4,2
  620,2,2,1,"24",2,2,2,1,1,3,7,2,2,7,5,3, 5,1
  621,2,5,1,"24",2,2,2,2,1,1,1,1,2,2,5,4, 6,1
  622,1,3,2,"48",4,2,2,2,1,1,1,1,1,1,5,5, 5,4
  623,1,7,1,"46",4,2,3,2,2,2,2,7,7,7,5,4, 6,1
  624,2,5,1,"35",3,2,2,1,2,7,7,1,1,1,2,3, 6,1
  625,2,5,1,"47",4,2,3,2,1,1,1,1,1,1,5,4, 6,2
  626,2,3,1,"13",1,1,2,2,2,2,2,3,2,2,5,3, 3,1
  627,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,4, 3,3
  628,2,4,1,"24",2,1,2,1,2,1,1,1,1,1,1,2, 3,2
  629,1,6,2,"12",1,2,7,2,2,2,2,1,1,1,5,5, 6,1
  630,1,4,2,"47",4,1,2,1,1,1,1,1,1,1,5,4, 4,2
  631,2,2,1,"24",2,2,2,2,1,1,1,1,1,1,5,3, 4,1
  632,1,6,1,"24",2,1,2,2,1,1,1,1,1,1,5,1, 6,1
  633,1,5,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 5,1
  634,2,6,1,"35",3,1,3,2,1,1,1,2,2,2,5,3, 6,2
  635,1,5,2,"24",2,1,2,2,1,1,1,1,1,1,5,4, 6,1
  636,2,7,1,"24",2,1,2,2,1,1,1,7,1,1,7,2, 6,2
  637,1,3,1,"35",3,2,1,2,1,1,1,1,1,1,5,3, 3,3
  638,1,4,2,"10",1,2,2,2,1,1,1,1,1,1,5,3, 3,1
  639,1,6,1,"12",1,2,2,2,2,2,1,2,2,2,5,4, 6,2
  640,2,7,3,"11",1,2,2,2,1,7,1,1,2,1,5,4, 6,3
  641,2,5,1,"24",2,2,3,2,2,2,7,7,1,1,5,3, 6,2
  642,1,6,1,"10",1,2,3,2,2,2,1,1,2,2,5,2, 6,1
  643,1,2,1,"59",5,2,1,2,1,1,1,1,1,1,4,4, 3,2
  644,2,5,1,"35",3,2,2,1,2,2,1,2,2,2,3,4, 3,2
  645,2,3,1,"24",2,1,2,2,2,1,2,2,2,2,5,4, 4,4
  646,1,3,1,"35",3,1,1,2,1,1,1,1,1,1,5,5, 5,3
  647,1,3,1,"35",3,2,1,2,1,7,2,2,2,2,5,3, 3,7
  648,2,5,1,"35",3,1,2,2,2,7,1,1,2,2,5,3, 4,2
  649,1,5,1,"24",2,2,1,2,1,1,1,1,1,1,5,7, 4,7
  650,1,5,2,"12",1,2,2,2,1,1,1,1,1,1,5,4, 6,3
  651,2,2,2,"46",4,1,2,1,1,1,1,1,1,1,5,4, 4,3
  652,2,4,2,"12",1,2,2,2,2,7,2,7,2,2,5,3, 5,3
  653,2,1,1,"24",2,2,2,2,7,7,7,7,7,7,5,3, 6,2
  654,2,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,4, 4,1
  655,1,5,1,"24",2,1,1,2,1,1,1,1,1,1,5,5, 5,4
  656,1,7,2,"46",4,1,7,2,1,7,1,1,1,1,5,5, 5,1
  657,2,3,2,"46",4,1,4,1,1,1,3,3,3,3,4,2, 3,2
  658,1,2,1,"48",4,1,1,2,1,1,1,1,1,1,5,4, 4,1
  659,2,4,2,"48",4,1,2,2,1,3,2,3,2,1,5,5, 3,1
  660,2,5,1,"35",3,2,2,2,2,7,7,1,1,7,5,5, 5,7
  661,3,2,1,"35",3,2,3,1,2,3,3,2,2,3,5,2, 4,2
  662,1,6,1,"59",5,2,2,2,2,7,1,1,1,2,5,7, 6,1
  663,2,1,1,"35",3,2,2,2,2,2,2,2,2,2,5,3, 4,2
  664,1,6,1,"35",3,2,1,1,1,8,1,1,1,1,5,4, 6,3
  665,1,3,1,"24",2,2,2,2,1,7,7,7,7,7,5,3, 4,1
  666,2,2,1,"47",4,1,2,2,2,2,2,2,2,2,5,3, 3,2
  667,2,4,1,"35",3,1,1,1,1,1,1,7,1,1,5,4, 5,3
  668,2,1,2,"47",4,1,7,2,2,3,1,3,2,1,5,4, 4,2
  669,1,6,1,"48",4,2,3,2,1,2,1,1,1,1,5,4, 6,3
  670,2,4,1,"35",3,2,2,2,2,2,1,1,1,1,5,5, 6,2
  671,2,6,2,"13",1,2,2,2,1,1,1,2,2,2,5,5, 6,4
  672,2,3,2,"12",1,2,2,2,2,2,1,1,1,1,5,4, 4,2
  673,1,4,1,"35",3,1,4,2,1,1,1,1,1,1,5,5, 1,1
  674,1,1,1,"24",2,2,2,2,1,2,7,1,1,1,5,1, 3,1
  675,8,5,1,"59",5,2,8,8,8,8,8,8,8,8,3,7, 6,1
  676,1,4,1,"35",3,1,2,1,1,1,1,2,1,7,5,4, 4,3
  677,2,3,2,"12",1,2,3,1,3,7,1,1,2,1,5,5, 4,3
  678,1,4,1,"35",3,2,2,2,1,1,1,2,7,1,4,3, 3,2
