CASEID,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65
14081,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14082,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14083,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14084,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14085,2,2,7,2,2,2,2,2,2,2,2,7,6,6,6,6,6,6,6
14086,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2
14087,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14088,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14089,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14090,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14091,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14092,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2
14093,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14094,1,2,2,2,1,2,2,2,2,2,2,1,7,2,2,2,2,2,7
14095,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14096,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14097,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14098,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14099,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14100,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14101,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1
14102,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14103,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2
14104,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14105,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2
14106,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1
14107,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14108,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14109,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14110,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14111,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14112,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14113,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14114,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14115,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2
14116,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14117,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14118,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14119,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14120,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14121,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14122,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14123,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14124,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14125,1,2,2,2,2,2,2,2,1,2,2,1,7,2,2,2,2,2,7
14126,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14127,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14128,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14129,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14130,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14131,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14132,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2
14133,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14134,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1
14135,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14136,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14137,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2
14138,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14139,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14140,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14141,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2
14142,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14143,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14144,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14145,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14146,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14147,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14148,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14149,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14150,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14151,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14152,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14153,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14154,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14155,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14156,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14157,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2
14158,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14159,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14160,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2
14161,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14162,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14163,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14164,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14165,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1
14166,1,1,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,2,8
14167,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14168,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14169,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14170,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14171,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14172,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2
14173,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14174,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
14175,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14176,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14177,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2
14178,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14179,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14180,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14181,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14182,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14183,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14184,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14185,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14186,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14187,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14188,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14189,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14190,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
14191,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14192,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14193,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14194,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14195,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14196,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14197,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14198,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14199,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14200,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14201,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14202,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14203,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14204,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1
14205,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2
14206,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
14207,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14208,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14209,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14210,1,2,2,2,2,1,2,2,2,2,2,1,7,2,2,2,2,2,7
14211,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14212,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14213,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14214,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14215,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14216,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14217,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14218,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14219,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14220,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14221,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2
14222,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14223,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14224,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14225,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14226,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14227,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14228,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14229,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14230,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14231,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14232,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14233,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14234,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14235,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14236,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14237,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
14238,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1
14239,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14240,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14241,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2
14242,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14243,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14244,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14245,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14246,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14247,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14248,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14249,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14250,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14251,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
14252,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14253,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14254,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2
14255,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14256,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14257,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14258,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14259,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14260,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14261,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2
14262,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14263,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14264,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14265,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2
14266,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14267,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
14268,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14269,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14270,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14271,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14272,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14273,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14274,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14275,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
14276,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14277,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14278,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14279,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1
14280,1,2,2,1,2,2,2,2,2,2,2,1,7,2,2,2,2,2,7
14281,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1
14282,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14283,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14284,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14285,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14286,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14287,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14288,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14289,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14290,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14291,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14292,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14293,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14294,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14295,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14296,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14297,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14298,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14299,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14300,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14301,1,2,2,2,2,2,2,1,2,2,2,1,7,2,2,2,2,2,7
14302,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14303,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2
14304,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14305,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14306,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14307,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14308,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14309,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14310,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14311,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14312,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2
14313,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14314,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14315,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
14316,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14317,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14318,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14319,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14320,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14321,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1
14322,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
14323,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14324,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14325,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14326,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
14327,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14328,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14329,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14330,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1
14331,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14332,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14333,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14334,2,2,7,2,2,7,2,2,2,2,2,7,6,6,6,6,6,6,6
14335,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14336,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14337,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14338,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14339,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14340,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
14341,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14342,1,2,2,2,2,2,2,1,2,2,2,1,7,2,2,2,2,2,7
14343,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14344,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14345,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14346,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14347,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14348,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14349,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14350,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14351,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14352,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14353,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14354,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14355,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14356,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14357,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14358,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14359,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14360,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14361,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14362,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14363,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14364,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14365,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14366,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
14367,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14368,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14369,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14370,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14371,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14372,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14373,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14374,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14375,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
14376,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14377,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14378,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14379,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
14380,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14381,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14382,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1
14383,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14384,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14385,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
14386,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14387,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14388,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14389,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14390,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2
14391,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
14392,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14393,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14394,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14395,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14396,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14397,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14398,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14399,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14400,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14401,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14402,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14403,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14404,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14405,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14406,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14407,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14408,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14409,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14410,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14411,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14412,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14413,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14414,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14415,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14416,1,2,1,1,2,2,2,2,2,2,2,2,7,2,2,2,2,3,7
14417,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
14418,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
14419,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
