CASEID,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65
 7233,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7234,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7235,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7236,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7237,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,2
 7238,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7239,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7240,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7241,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7242,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7243,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7244,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7245,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7246,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7247,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2
 7248,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7249,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7250,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7251,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7252,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7253,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7254,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7255,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1
 7256,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7257,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
 7258,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7259,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7260,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7261,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7262,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7263,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7264,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2
 7265,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7266,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7267,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7268,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7269,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7270,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1
 7271,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7272,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7273,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7274,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7275,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7276,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7277,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
 7278,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7279,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7280,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7281,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7282,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7283,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2
 7284,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7285,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7286,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7287,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7288,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7289,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7290,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7291,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7292,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7293,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
 7294,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7295,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7296,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7297,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2
 7298,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7299,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7300,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7301,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7302,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7303,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7304,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7305,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7306,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2
 7307,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2
 7308,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7309,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7310,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7311,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7312,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7313,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2
 7314,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7315,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7316,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7317,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7318,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7319,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7320,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7321,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7322,2,7,2,2,2,2,2,2,2,2,2,7,6,6,6,6,6,6,6
 7323,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7324,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7325,2,2,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
 7326,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7327,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7328,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7329,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7330,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7331,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7332,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
 7333,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7334,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7335,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7336,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7337,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2
 7338,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7339,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7340,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7341,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2
 7342,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7343,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7344,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7345,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7346,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7347,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7348,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7349,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7350,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7351,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7352,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7353,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7354,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7355,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2
 7356,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7357,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7358,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7359,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7360,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
 7361,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7362,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7363,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
 7364,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7365,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7366,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7367,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7368,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7369,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7370,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7371,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7372,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7373,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7374,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7375,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7376,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7377,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7378,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7379,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7380,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7381,1,2,2,2,2,2,1,2,2,2,2,1,7,2,2,2,2,2,7
 7382,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7383,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7384,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7385,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7386,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7387,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7388,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7389,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7390,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7391,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7392,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7393,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7394,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7395,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7396,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,7
 7397,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7398,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
 7399,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7400,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
 7401,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7402,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7403,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7404,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7405,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7406,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7407,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7408,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7409,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7410,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7411,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7412,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7413,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7414,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2
 7415,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7416,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7417,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7418,1,2,2,2,2,2,2,1,1,2,2,2,7,2,2,2,2,2,7
 7419,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7420,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7421,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7422,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7423,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7424,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7425,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7426,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7427,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7428,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2
 7429,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7430,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7431,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7432,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7433,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7434,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7435,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2
 7436,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7437,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7438,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2
 7439,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7440,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7441,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7442,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7443,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7444,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7445,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,2
 7446,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,3,2
 7447,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
 7448,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7449,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7450,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7451,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7452,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7453,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2
 7454,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7455,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2
 7456,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7457,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7458,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7459,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7460,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7461,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7462,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7463,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7464,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7465,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7466,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7467,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
 7468,1,2,1,1,1,2,2,1,2,2,2,2,7,2,2,2,2,2,7
 7469,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7470,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2
 7471,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7472,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7473,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7474,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7475,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
 7476,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7477,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7478,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7479,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7480,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7481,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7482,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,3,1
 7483,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7484,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7485,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7486,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7487,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7488,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7489,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7490,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2
 7491,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7492,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7493,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7494,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7495,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7496,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7497,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2
 7498,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
 7499,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7500,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7501,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7502,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7503,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7504,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7505,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7506,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7507,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7508,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7509,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7510,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7511,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7512,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
 7513,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7514,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7515,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7516,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7517,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7518,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7519,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
 7520,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7521,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2
 7522,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7523,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2
 7524,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7525,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7526,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7527,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7528,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7529,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7530,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7531,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7532,1,2,2,2,1,2,2,2,2,2,2,1,7,2,2,2,2,2,7
 7533,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7534,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7535,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
 7536,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7537,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7538,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7539,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7540,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7541,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7542,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7543,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7544,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
 7545,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7546,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7547,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7548,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7549,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7550,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7551,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7552,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7553,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7554,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7555,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7556,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7557,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7558,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7559,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7560,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7561,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
 7562,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
